PMID,title,abstract,Include_cont,Include_abs
23325943,One lung ventilation in a patient with an upper and lower airway abnormality,"One-lung ventilation for a thoracotomy procedure was achieved with the help of a endobronchial blocker in a young girl with limited mouth opening, minimal neck extension, and a distorted tracheo-bronchial anatomy. As the patient would not cooperate for an awake nasotracheal intubation despite adequate preperation, an inhalational anesthetic was used to make the patient unconscious, taking care that spontaneous breathing was maintained. Nasotracheal intubation was done with the help of a fiberoptic bronchoscope. A wire-guided Arndt endobronchial blocker was placed coaxially through the endotracheal tube using a fiberoptic bronchoscope. This case report highlights that in a scenario of both upper and lower airway distortion, a bronchial blocker positioned through a nasotracheal tube under fiberoptic guidance might be the best option when one-lung ventilation is required.",0,0
25403231,Role of anterior neck soft tissue quantifications by ultrasound in predicting difficult laryngoscopy,"Background: The aim of this study was to determine if ultrasound (US) measurements of anterior neck soft tissue thickness at hyoid bone (DSHB), thyrohyoid membrane (DSEM), and anterior commissure (DSAC) levels can be used to predict difficult laryngoscopy. Material/methods: We included 203 patients age 20-65 years scheduled to undergo general anesthesia in this prospective observational study. Correlation analysis and receiver operating characteristic curve (ROC) analysis were used to determine the roles of screening tests [interincisor gap (IIG), thyromental distance (TMD), modified Mallampati score (MMS)] and US measurements (DSHB, DSEM, DSAC) in predicting difficult laryngoscopy. Results: There were 28 out of 203 patients categorized as difficult laryngoscopy. DSHB, DSEM, DSAC, and MMS were greater in the difficult laryngoscopy group (P<0.0001). There was a strong positive correlation between DSEM and DSHB (r=0.74); moderate positive correlations between DSEM and DSAC (r=0.60), DSHB and DSAC (r=0.69); small positive correlations between MMS and DSHB (r=0.32), MMS and DSEM (r=0.27), MMS and DSAC (r=0.32), all P values £0.0001; very small positive correlation between TMD and IIG (r=0.18, P=0.0089); small negative correlation between IIG and MMS (r=-0.27, P=0.0001); and very small negative correlations between MMS and TMD (r=-0.20, P=0.004), IIG and DSAC (r=-0.18, P=0.011), IIG and DSHB (r=-0.15, P=0.034). The areas under the ROC curve (AUCs) of MMS, DSHB, DSEM, and DSAC were significantly larger compared with the reference line (P<0.0001). Conclusions: Anterior neck soft tissue thicknesses measured by US at hyoid bone, thyrohyoid membrane, and anterior commissure levels are independent predictors of difficult laryngoscopy. Combinations of those screening tests or risk factors with US measurements might increase the ability to predict difficult laryngoscopy.",0,0
19317709,A simple fibreoptic assisted laryngoscope for paediatric difficult intubation: a manikin study,"The fibreoptic assisted laryngoscope is a new airway device. We compared the fibreoptic assisted laryngoscope with the Bullard laryngoscope, Macintosh laryngoscope and fibreoptic bronchoscope in a manikin with a simulated Cormack and Lehane Grade 4 laryngoscopic view. Eighteen anaesthetists intubated the manikin's trachea using these devices and the success rate of intubation was measured. They were then asked to rate the subjective difficulty of intubation. The success rate (95% confidence interval) was 100% (94.6-100) with the fibreoptic assisted laryngoscope, 88.9% (80.5-97.3) using the Bullard laryngoscope, 37.0% (24.1-49.9) with the Macintosh laryngoscope, and 22.2% (11.1-33.3) using the fibreoptic bronchoscope. Tracheal intubation using the fibreoptic assisted laryngoscope or Bullard laryngoscope is easier than that using the Macintosh laryngoscope or fibreoptic bronchoscope by subjective difficulty score. All of the intubations were successful with the fibreoptic assisted laryngoscope without practice. These results suggest that fibreoptic assisted laryngoscope may be a useful tool for paediatric difficult intubation.",0,0
6625347,Flow-volume curves reflect pharyngeal airway abnormalities in sleep apnea syndrome,"Twenty-nine patients with disorders of excessive somnolence were evaluated with standard nocturnal polysomnography, fiberoptic laryngoscopy, and flow-volume curves. Twenty-two had evidence of obstructive sleep apnea (OSA) by polysomnography and most had abnormal flow-volume curves, supporting earlier observations. Three of 7 patients without obstructive sleep apnea also had abnormal curves. Fiberoptic nasopharyngoscopy was performed in the OSA group while awake to evaluate the upper airway. Sixteen patients of the OSA group demonstrated pharyngeal obstruction; 14 of those with visualized airway obstruction had flow-volume abnormalities. In the 6 patients of the OSA group with no significant visual obstruction, 5 had normal curves. The flow-volume curve appears to correlate with direct visual assessment of upper airway patency during wakefulness in those patients demonstrating obstruction during sleep.",0,0
19672184,Bedside prediction of airway length in adults and children,"Background: Malpositioning of the endotracheal tube within the airway leads to serious complications such as endobronchial intubation. Prediction of the correct depth of an endotracheal tube is important and should be individualized. The manubriosternal joint (MSJ) is on the same horizontal plane with the tracheal carina. We compared the straight length from the upper incisor to the MSJ in the fully extended position (incisor-MSJ extension length) with the length from the upper incisor to the carina after intubation with a flexible fiberoptic bronchoscope through the endotracheal tube in the neutral position (incisor-carina neutral length). Methods: One hundred adults and 50 children were studied. Induction of anesthesia was achieved with 1.5 mg/kg propofol and 0.6 mg/kg rocuronium IV. The incisor-MSJ extension length was measured after adequate mask ventilation. After intubation, the endotracheal tube was positioned properly at the upper incisor teeth, and the incisor-carina neutral length was measured with the fiberoptic bronchoscope at the carina. Results: The correlation between the incisor-MSJ extension length and the incisor-carina neutral length is significant (P < 0.001) in both adults and children. A formula for the regression line in adults (children) can be obtained as the incisor-carina neutral length (cm) = 0.868 (1.009) x the incisor-MSJ extension length (cm) + 4.260 (0.468) with a high coefficient of determination; r(2) = 0.88 (0.98). Conclusions: The airway length from the upper incisor to the carina in the neutral position can be predicted by the straight length from the upper incisor to the MSJ in the fully extended position.",0,0
26696483,[A clinical review of 3 cases of children with bronchial tumor],"Objective: To investigate the clinical characteristics of bronchial tumors in 3 children to improve the diagnosis of pediatric bronchial tumor. Methods: Three cases of children bronchial malignant tumors diagnosed by rigid bronchoscopy were analyzed retrospectively. Results: The 3 children were males, aged from 6 to 10 years old, and presented with cough, sputum, and fever symptoms for 1 day to 3 months. Chest CT scan and airway remodeling examinations indicated the children's main bronchi were blocked and then the diagnoses of bronchial foreign bodies were made. However bronchial tumors were found in the 3 children by rigid bronchoscopy and were determined as mucoepidermoid carcinoma, large cell lung carcinoma with rhabdoid phenotype, and inflammatory myofibroblastic tumor, respectively. Conclusions: Children with bronchial tumor often present with cough, wheezing and other respiratory symptoms that are not specific to bronchial tumor. When a child complaint of repeated cough and wheezing symptoms with unknown cause, not only bronchial foreign body and also bronchial tumor should be considered.",0,0
27068119,Acute emergency care and airway management of caustic ingestion in adults: single center observational study,"Background: Caustic ingestions are rare but potentially life-threatening events requiring multidisciplinary emergency approaches. Although particularly respiratory functions may be impaired after caustic ingestions, studies involving acute emergency care are scarce. The goal of this study was to explore acute emergency care with respect to airway management and emergency department (ED) infrastructures. Methods: We retrospectively evaluated adult patients after caustic ingestions admitted to our university hospital over a 10-year period (2005-2014). Prognostic analysis included age, morbidity, ingested agent, airway management, interventions (endoscopy findings, computed tomography (CT), surgical procedures), intensive care unit (ICU) admission, length of stay in hospital and hospital mortality. Results: Twenty-eight patients with caustic ingestions were included in the analysis of which 18 (64%) had suicidal intentions. Ingested agents were caustic alkalis (n = 22; 79%) and acids (n = 6; 21%). ICU admission was required in 20 patients (71%). Fourteen patients (50%) underwent tracheal intubation and mechanical ventilation, of which 3 (21%) presented with difficult airways. Seven patients (25%) underwent tracheotomy including one requiring awake tracheotomy due to progressive upper airway obstruction. Esophagogastroduodenoscopy (EGD) was performed in 21 patients (75%) and 11 (39%) underwent CT examination. Five patients (18%) required emergency surgery with a mortality of 60%. Overall hospital mortality was 18% whereas the need for tracheal intubation (P = 0.012), CT-diagnostic (P = 0.001), higher EGD score (P = 0.006), tracheotomy (P = 0.048), and surgical interventions (P = 0.005) were significantly associated with mortality. Conclusions: Caustic ingestions in adult patients require an ED infrastructure providing 24/7-availability of expertise in establishing emergent airway safety, endoscopic examination (EGD and bronchoscopy), and CT diagnostic, intensive care and emergency esophageal surgery. We recommend that - even in patients with apparently stable clinical conditions - careful monitoring of respiratory functions should be considered as long as diagnostic work-up is completed.",0,0
8795326,Midazolam co-induction and laryngeal mask insertion,"We have studied the effect of alfentanil and midazolam+alfentanil on the conditions for laryngeal mask airway insertion in patients receiving propofol for induction of anaesthesia. Ninety unpremedicated. ASA 1 or 2 adult patients were randomly allocated to one of three groups: group P received propofol only (2.5 mg.kg-1); group PA received alfentanil (10 micrograms.kg-1) followed by propofol (1.25 mg.kg-1); group PMA received midazolam (0.04 mg.kg-1) and alfentanil (10 micrograms.kg-1) followed by propofol (1.25 mg.kg-1). Further boluses of propofol (0.25 mg.kg-1 every 15 s) were given if the initial dose was inadequate for induction of anaesthesia. Patients in the midazolam+alfentanil group required less propofol (p < 0.001), had better mouth opening (p < 0.001) and fewer undesired responses to laryngeal mask airway insertion (p < 0.001) than the other two groups.",0,0
18310841,Anesthesia management of awake craniotomy performed under asleep-awake-asleep technique using laryngeal mask airway: report of two cases,"Asleep-awake-asleep technique of anesthesia is used during awake craniotomy with or without securing airway. We assessed this technique using laryngeal mask airway (LMA) in two patients. Patients underwent awake craniotomy for epilepsy surgery and the removal of a frontotemporal glioma. After anesthesia induction, airway was secured using LMA. Anesthesia was maintained using oxygen, nitrous oxide and sevoflurane, supplemented with an infusion of propofol and remifentanil. Twenty minutes before corticography, anesthesia was discontinued and LMA removed. Both patients were awake and cooperative during the neurological assessment and surgery on eloquent areas. The LMA was reinserted before the closure of the dura and remained in place until the end of surgery. Both patients had no recall of events under anesthesia, although experienced mild pain and discomfort during awake phase of surgery. Both expressed complete satisfaction over the anesthetic management. Asleep-awake-asleep technique using LMA offers airway protection. The painful aspect of surgery can be performed under anesthesia, hence minimizing the duration of stress and pain. Patients remained awake and cooperative throughout the time of neurological testing.",0,0
25940662,Myhre-LAPs syndrome and intubation related airway stenosis: keys to diagnosis and critical therapeutic interventions,"Objectives: Myhre-LAPS syndrome is a recently recognized disease caused by a mutation in the SMAD4 gene. This results in a range of pathology including laryngotracheal stenosis, arthropathy, prognathism and short stature, or LAPS syndrome. We aim to delineate the role of intubation in development of airway stenosis in these patients as well as provide insight into diagnosis and management of this syndrome. Herein we present four patients with Myhre-LAPS syndrome complicated by airway stenosis and perform a systematic review of all cases of Myhre-LAPS syndrome with reported airway pathology. Study design: Retrospective review Methods: All patients diagnosed with Myhre-LAPS syndrome and airway stenosis at a single institution from 1981 to 2014 were reviewed. Results: Four patients (4F, median age 42) were identified that met inclusion criteria. Initial presenting signs included progressive shortness of breath, dyspnea on exertion and respiratory distress. All four (100%) patients had multi-level airway stenosis most commonly in the subglottic and glottic regions and all patients had undergone at least one endotracheal intubation prior to presentation. One patient with a history of nasal tracheal intubation presented with nasal obstruction and was found to have choanal as well as subglottic stenosis. Two of the four (50%) patients are tracheostomy tube dependent, 1/4 (25%) died of a fatal cardiac arrhythmia and 1/4 (25%) has had 6 endoscopic treatments for subglottic stenosis in 4 years with rapid symptom recurrence. Conclusions: Myhre-LAPS syndrome is characterized by progressive systemic fibrosis and patients are diagnosed by characteristic findings of prognathism, short stature, abnormal facies, and thick skin among other abnormalities. Airway management is complicated by recurrent, refractory subglottic stenosis often preceded by elective intubation as well as maxillary hypoplasia, trismus, and limited neck extension. Endotracheal intubation and surgical intervention should be approached with caution in these patients and multidisciplinary care teams are necessary to address all manifestations of this syndrome.",0,0
26556848,Difficult Airway Society 2015 guidelines for management of unanticipated difficult intubation in adults,"These guidelines provide a strategy to manage unanticipated difficulty with tracheal intubation. They are founded on published evidence. Where evidence is lacking, they have been directed by feedback from members of the Difficult Airway Society and based on expert opinion. These guidelines have been informed by advances in the understanding of crisis management; they emphasize the recognition and declaration of difficulty during airway management. A simplified, single algorithm now covers unanticipated difficulties in both routine intubation and rapid sequence induction. Planning for failed intubation should form part of the pre-induction briefing, particularly for urgent surgery. Emphasis is placed on assessment, preparation, positioning, preoxygenation, maintenance of oxygenation, and minimizing trauma from airway interventions. It is recommended that the number of airway interventions are limited, and blind techniques using a bougie or through supraglottic airway devices have been superseded by video- or fibre-optically guided intubation. If tracheal intubation fails, supraglottic airway devices are recommended to provide a route for oxygenation while reviewing how to proceed. Second-generation devices have advantages and are recommended. When both tracheal intubation and supraglottic airway device insertion have failed, waking the patient is the default option. If at this stage, face-mask oxygenation is impossible in the presence of muscle relaxation, cricothyroidotomy should follow immediately. Scalpel cricothyroidotomy is recommended as the preferred rescue technique and should be practised by all anaesthetists. The plans outlined are designed to be simple and easy to follow. They should be regularly rehearsed and made familiar to the whole theatre team.",0,0
22020885,Management of angiotensin-converting enzyme inhibitor-induced angioedema,"Objectives/hypothesis: To develop and validate a clinical algorithm for management of patients with angiotensin-converting enzyme inhibitor-induced angioedema (AIIA). Study design: Prospective cohort observational study. Methods: Over 1 year, 40 patients with AIIA were evaluated by otolaryngology, underwent laryngoscopy, and were followed until disease resolution. The need for airway intervention, disposition for appropriate level of care, and other parameters were analyzed. Results: Treatment started within 61.5 minutes of presentation to the emergency department (ED). Mean duration until resolution of edema was 29 hours. Twenty (50%) patients required intensive care unit (ICU) admission, and six (15%) required intubation. Seventeen (42.5%) were monitored and discharged from the ED. Floor-of-mouth edema was present in 19 (47.5%), and massive tongue edema was found in four (10%) patients. The aryepiglottic fold was involved in 20 (50%) patients on laryngoscopy. Older patients (P = .048) with subjective dyspnea (P = .003) and dysphonia (P = .001) were most likely to require ICU admission. Upper lip swelling had a negative correlation with airway edema identifiable on laryngoscopy alone (P = .008). Dysphonia (n = 16) predicted airway edema upon laryngoscopy (P = .001). All 40 patients were triaged successfully without the need for readmission or escalation of level of care. Conclusions: The management protocol was successful in 40 consecutive patients to the appropriate level of care. History and physical examination may predict airway findings identified on laryngoscopy and help guide management when treatment by otolaryngology is not immediately available. A subset of patients will require acute airway intervention and can be identified at initial presentation.",0,0
26419094,[Comparison of Seven Intubation Devices in Difficult Airway Model],"Background: The efficacy in tracheal intubation may differ between different video-optical devices, in particular in patients with difficult airways. The purpose of this study was to evaluate the efficacy of video-laryngoscopes and fiberoptic bronchoscope (FOB) in tracheal intubation on a mannequin with several difficult airways, including limited mouth opening, cervical spine rigidity and tongue edema. Methods: Residents performed tracheal intubation on a mannequin using Macintosh laryngoscope (Mac), rigid indirect-optical intubation devices and FOB. The laryngeal view, the success rate of tracheal intubation, and the time to intubate trachea were recorded. Results: With limited mouth opening and cervical spine rigidity, video-optical intubation devices showed a significantly higher success rate of tracheal intubation than the Mac or FOB. In contrast, with tongue edema, the success rate of tracheal intubation was lower when Mac-type videolaryngoscopes were used. Conclusions: Videolaryngoscopes can generally be useful in patients with all difficult airways, but may be difficult in some circumstances (such as tongue edema). The FOB provided good laryngeal view in all cases, but the success rate of tracheal intubation was low and the time to intubate trachea was long.",0,0
22426568,Tracheobronchomalacia in children: review of diagnosis and definition,"Tracheobronchomalacia is characterised by excessive airway collapsibility due to weakness of airway walls and supporting cartilage. The standard definition requires reduction in cross-sectional area of at least 50% on expiration. However, there is a paucity of information regarding the normal range of central airway collapse among children of varying ages, ethnicities and genders, with and without coexisting pulmonary disease. Consequently, the threshold for pathological collapse is considered somewhat arbitrary. Available methods for assessing the airway dynamically--bronchoscopy, radiography, cine fluoroscopy, bronchography, CT and MR--have issues with reliability, the need for intubation, radiation dose and contrast administration. In addition, there are varying means of eliciting the diagnosis. Forced expiratory manoeuvres have been employed but can exaggerate normal physiological changes. Furthermore, radiographic evidence of tracheal compression does not necessarily translate into physiological or functional significance. Given that the criteria used to make the diagnosis of tracheobronchomalacia are poorly validated, further studies with larger patient samples are required to define the threshold for pathological airway collapse.",0,0
19825049,Difficult and failed intubation in 3430 obstetric general anaesthetics,"A retrospective audit was performed of all obstetric general anaesthetics in our hospital over an 8 year period to determine the incidence of difficult and failed intubation. Data was collected from a number of sources to ensure accuracy. A total of 3430 rapid sequence anaesthetics were given. None of the patients had a failed or oesophageal intubation (95% CI, 0-1:1143). There were 23 difficult intubations (95% CI, 1:238-1:100). This was anticipated in nine cases, requiring awake fibreoptic intubation in three cases. Consultants or specialist registrars were involved in the management of all cases. We attribute the low incidence of airway complications to the above average rate of general anaesthesia in our hospital, senior cover and specialised anaesthetic operating department assistants.",0,0
18956939,A new grading of Pierre Robin sequence,"Objective: Pierre Robin sequence (PRS) involves the triad of micrognathia, glossoptosis, and cleft palate. Neonates with PRS suffer from two problems--airway obstruction and feeding difficulties--but the severity of these problems varies greatly. The resultant varying definitions of PRS have resulted in inconsistent management of those babies given the diagnosis. This in turn makes comparison of published data and communication between clinicians difficult. Historically at Birmingham Children's Hospital, the cleft team only identified babies presenting with cleft palate and severe respiratory distress as ""true"" PRS. These babies were admitted to the high-dependency neonatal ward for airway assessment and management. Babies with a mild degree of respiratory obstruction but who were managed successfully at home were not classified as having PRS despite needing considerable input from the Cleft Clinical Nurse Specialist. A system of classifying babies with PRS based on the severity of their symptoms and signs and treatment required was therefore devised and is described in this paper. Results: Since implementation, this new classification of babies with PRS into three grades has clarified care pathways and enhanced communication between the Cleft Clinical Nurse Specialists and other health professionals involved with the care of these babies.",0,0
24418184,Office-based lower airway endoscopy (OLAE) in pediatric patients: a high-value procedure,"Objectives: Office-based lower airway endoscopy (OLAE) is not a widespread practice in children due to concerns about its safety and efficacy. In 2003, we reported on OLAE in 105 children presenting with airway symptoms and found it both safe and effective as a diagnostic tool. The current study is a follow-up to the 2003 study that reports on an additional 122 pediatric patients who received OLAE with special attention to the safety and efficacy of the procedure. Methods: A retrospective review at a tertiary-quaternary pediatric institution of 122 consecutive pediatric patients in which an airway lesion, by history and initial physical exam, was determined to be present at the level of the supraglottic larynx to the carina. In all patients, airway endoscopy was performed in the office using flexible fiberoptic laryngoscopy (FFL) and the endoscope was passed beyond the glottis to assess the lower airway, including the subglottis, trachea, and carina. The diagnoses were recorded and the number of times each diagnosis was encountered as well as the percent of patients who had each diagnosis was calculated. All cases requiring operating room procedures for further diagnosis or therapy were assessed for office-based and operating room diagnostic agreement. The ease of performing the lower airway assessment and the ease with which the subglottis, trachea, and carina were visualized were graded. An assessment for complications was also performed. Results: There were no complications with OLAE in any of the 122 patients. The percent of patients rated as having good visualization of anatomic structures were: 97% for visualization of the subglottis, 98% for visualization of the trachea, and 92% for visualization of the carina. In 93% of the cases the procedure was easily performed. There was excellent correlation between OLAE and operative endoscopy. Conclusion: OLAE continues to be a safe, efficacious, and cost-effective tool for the diagnosis of lower airway pathology in pediatric patients.",0,0
